"Collection Name","Title#1","Name#1","Name URI#1","Name#2","Name URI#2","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Place Created#1","Publisher#1","Date Issued#1","Date Created#1","Date Captured#1","Edition#1","Language Term#1","Language Term URI#1","Language Term Type#1","Extent#1","Physical Description Note#1","Internet Media Type#1","Digital Origin#1","Form#1#1","Form URI#1#1","Abstract#1","Note#1","Note Type#1","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Name#1","Subject Name URI#1","Subject Name#2","Subject Name URI#2","Subject Name#3","Subject Name URI#3","Subject Name#4","Subject Name URI#4","Subject Geographic#1","Subject Geographic URI#1","Identifier#1","Physical Location#1","Physical Location Type#1","Shelf Locator#1","Access Condition#1","Access ConditionURI#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL","lnexp_IMAGEURL:4"
"CU Japanese and Japanese American Community History Project","Minority Affairs Retreat Mailing","Minority Affairs Committee of the University Faculty Senate, author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (Lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","Boulder (Colo.)","","","1987-11-21","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","3 pages","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","""Minority Affairs Retreat Mailing"" List of names with address","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","","","","","","","","","","","narv_facultySenateRecord_26_5_retreatMailing.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","37","4768","narv_facultySenateRecord_26_5_retreatMailing.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~37~271981","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_26_5_retreatMailing.pdf"
"CU Japanese and Japanese American Community History Project","Minority Faculty List","Minority Affairs Committee of the University Faculty Senate, author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (Lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","","","","Undated","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","10 pages","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","MAC fadulty list, 1990-91","Handwirtten top center, page 1: Minority Faculty 1990-91.","local","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Minority Affairs Committee of the University Faculty Senate","","University of Colorado Boulder","http://id.worldcat.org/fast/557277","","","","","","","narv_facultySenateRecord_28_1_MACfacultyList90-91.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2748","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","80","4768","narv_facultySenateRecord_28_1_MACfacultyList90-91.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~80~271908","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_28_1_MACfacultyList90-91.pdf"
"CU Japanese and Japanese American Community History Project","Minutes of Oct. 26, 1972 Meeting","Unidentified author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Minutes (Records)
","http://id.loc.gov/authorities/genreForms/gf2014026128","Boulder (Colo.)","","","1972-10-26","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","3 pages","","application/pdf","reformatted digital","minutes (administrative records)","http://vocab.getty.edu/aat/300027440","FSC meeting minutes October26, 1972. Ken Tsuye and Dun joined Athletics Committee.","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","Foreign Student Council (University of Colorado Boulder)","","Tsuye, Ken","","","","","","","","","","narv_cosmoClub_04_05_minOct1972meeting.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","109","4768","narv_cosmoClub_04_05_minOct1972meeting.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~109~272086","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_04_05_minOct1972meeting.pdf"
"CU Japanese and Japanese American Community History Project","Minutes of September 12,1972 Meeting","Unidentified author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Minutes (Records)
","http://id.loc.gov/authorities/genreForms/gf2014026128","Boulder (Colo.)","","","1972-09-12","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","7 pages","","application/pdf","reformatted digital","minutes (administrative records)","http://vocab.getty.edu/aat/300027440","FSC meeting minutes September 12, 1972. Among 19 names, Toru Hagiwara is listed. ","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","Foreign Student Council (University of Colorado Boulder)","","Hagiwara, Toru","","","","","","","","","","narv_cosmoClub_04_05_minSept1972meeting.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","107","4768","narv_cosmoClub_04_05_minSept1972meeting.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~107~272084","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_04_05_minSept1972meeting.pdf"
"CU Japanese and Japanese American Community History Project","Nakagawa Shinichi News Service letter; to study fluorine chemistry as a research assistant","Cox, CU News Service, author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","","","Boulder (Colo.)","","","1964-08-17","2020-04-07","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","1 page","","application/pdf","reformatted digital","announcements","http://vocab.getty.edu/aat/300026707","University of Colorado News Service announces Shin'ichi Nakagawa, a chemist Daikin Kogyo in Osaka, Japan, has been appointed to research assistant at the University of Colorado to study modern technique of fluorine chemistry.","","","Chemists","http://id.worldcat.org/fast/853570","","","Nakagawa, Shinichi","http://id.loc.gov/authorities/names/nb2015004889","","","","","","","","","narv_cuHistoryPeople_06_NakagawaFluorine.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2543","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","173","4768","narv_cuHistoryPeople_06_NakagawaFluorine.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~173~272025","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cuHistoryPeople_06_NakagawaFluorine.pdf"
"CU Japanese and Japanese American Community History Project","Noboru Sueoka","","","","","","","","","","","","","2020-10-07","","","","","","","application/pdf","reformatted digital","","","","","","","","","","","","","","","","","","","","narv_COU3331_negatives_sueokaNoboru.jpg","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:3331","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","151","4768","narv_COU3331_negatives_sueokaNoboru_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~151~272035","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size4/CUB~19~19/4768/narv_COU3331_negatives_sueokaNoboru_d.jpg"
"CU Japanese and Japanese American Community History Project","Packet from Ruben to Verleen Recruitment & Faculty Retention Group (Handwritten)","Martinez, Ruben Orlando, correspondent","http://id.loc.gov/authorities/names/n89605267","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Business correspondence","http://id.loc.gov/authorities/genreForms/gf2014026054","Boulder (Colo.)","","","1987-04-20","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","7 pages","","application/pdf","reformatted digital","correspondence","http://vocab.getty.edu/aat/300026877","To Verleen From ruben. Handwritten list of Minority Affairs Committee of the University Faculty Senate. List of members. UCCS Margaret Morimitsu, UCB Noboru Sueoka, UCB Keith Sera, UCB Kumiko Takahara, UCD Bob Kagohara, UCB Jean Endo, UCB Carol Miyagishima, UCB Ken Tagawa [and others]","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Takahara, Kumiko","http://id.loc.gov/authorities/names/no2007093399","","","","","","","","","narv_facultySenateRecord_26_2_RMpacket.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","30","4768","narv_facultySenateRecord_26_2_RMpacket.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~30~272001","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_26_2_RMpacket.pdf"
"CU Japanese and Japanese American Community History Project","Passport to the International Fair of the C.C.","Cosmopolitan Club, author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","","","Boulder (Colo.)","","","Undated","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","7 pages","","application/pdf","reformatted digital","programs (documents)","http://vocab.getty.edu/aat/300027240","Program for the Passport to the International Fair of the Cosmopolitan Club. “Committees” includes: Kumi Matsusaki - Programs, Ruth Inabu - Invitations, Sumi Kurachi - Japanese [and others]  ","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Matsusaki, Kumi","","Inabu, Ruth","","Kurachi, Sumi","","","","","","narv_cosmoClub_01_03_passportIntlFairUndated.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","142","4768","narv_cosmoClub_01_03_passportIntlFairUndated.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~142~272166","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_01_03_passportIntlFairUndated.pdf"
"CU Japanese and Japanese American Community History Project","R. Curtis Johnson to Recipients of my previous memo on Japan","Johnson, R. Curtis (Robert Curtis), correspondent","
http://id.loc.gov/authorities/names/n83826535","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Business correspondence","http://id.loc.gov/authorities/genreForms/gf2014026054","Boulder (Colo.)","","","1987-08-05","2020-04-09","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","1 page","","application/pdf","reformatted digital","correspondence","http://vocab.getty.edu/aat/300026877","A memorandum from R. Curtis Johnson, Professor Emeritus of Chemical Engineering, to Recipients of his previous memo on Japan. It highlights his disappointment on CU’s lack of interest on a quality Asian-studies program.","","","Affirmative action programs in education","http://id.worldcat.org/fast/1201993","Minorities in higher education","http://id.worldcat.org/fast/1741187","University of Colorado Boulder","http://id.worldcat.org/fast/557277","","","","","","","","","narv_chancellorOfficePapers_rCurtisJohnson.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2347 ","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","2","4768","narv_chancellorOfficePapers_rCurtisJohnson.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~2~272210","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_chancellorOfficePapers_rCurtisJohnson.pdf"
"CU Japanese and Japanese American Community History Project","Record of Members","Unidentified author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","Boulder (Colo.)","","","Undated","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","9 pages","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","Typed name list of “Record of Members” Among 8 names listed, Horie, Akira; Kamioka, Doris; Nakachi, Masao; Okimoto, Thomas A.; Takahashi, Ferris; Watanabe, Michiko.","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Horie, Akira","","Kamioka, Doris","","Nakachi, Masao","","Watanabe, Michiko","","","","narv_cosmoClub_01_03_recordMembersUndated.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","148","4768","narv_cosmoClub_01_03_recordMembersUndated.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~148~272164","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_01_03_recordMembersUndated.pdf"
"CU Japanese and Japanese American Community History Project","Recruitment & Faculty Retention Group","Minority Affairs Committee of the University Faculty Senate, author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (Lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","Boulder (Colo.)","","","1987-05-04","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","5 pages","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","Minority Affairs Committee of the University Faculty Senate. List of members. UCCS Margaret Morimitsu, UCB Noboru Sueoka, UCB Keith Sera, UCB Kumiko Takahara, UCD Bob Kagohara, UCB Jean Endo, UCB Carol Miyagishima [and others]","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Takahara, Kumiko","http://id.loc.gov/authorities/names/no2007093399","","","","","","","","","narv_facultySenateRecord_26_2_RFRG.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","29","4768","narv_facultySenateRecord_26_2_RFRG.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~29~272003","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_26_2_RFRG.pdf"
"CU Japanese and Japanese American Community History Project","Report to the President Appendix C Page 1","Unidentified author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (Lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","Boulder (Colo.)","","","Undated","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","2 pages","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","University of Colorado Coalition of Women and Minorities, name list with extension and campus box. John Tsuda listed under Advocacy group--Asian, and Asian-America Committee on Education (AACE). Kumiko Takahara listed under Boulder Faculty Assembly Minority Affairs Committee.","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Coalition of Women and Minorities","","University of Colorado Boulder","http://id.worldcat.org/fast/557277","","","","","","","narv_facultySenateRecord_26_7_appendixC.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","66","4768","narv_facultySenateRecord_26_7_appendixC.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~66~271957","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_26_7_appendixC.pdf"
"CU Japanese and Japanese American Community History Project","Report: Minorities and Strategic Planning at CU","Unidentified author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Newspapers","http://id.loc.gov/authorities/genreForms/gf2014026132","Boulder (Colo.)","","","1988-02-11","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","4 pages","","application/pdf","reformatted digital","newspaper columns","http://vocab.getty.edu/aat/300026441","Silver & Gold Record. February 11, 1988. ""Report: Minorities and Strategic Planning at the University of Colorado"" Report submitted by C.U. Faculty Senate's Minotiry Affairs Committee (Kumiko Takahara, and others). The first CU system-wide Strategic Planning process. Also the first year minority faculty and staff participated  in a system-wide retreat. ","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","","","","","","","","","","","narv_facultySenateRecord_26_4_reportMSP.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","36","4768","narv_facultySenateRecord_26_4_reportMSP.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~36~271991","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_26_4_reportMSP.pdf"
"CU Japanese and Japanese American Community History Project","Retreat of the Minority Affairs Committee Discussion Groups","Minority Affairs Committee of the University Faculty Senate, author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (Lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","Boulder (Colo.)","","","1987-11-21","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","10 pages","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","""Retreat of the Minority Affairs Committee"" List of names by discussion groups.","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","","","","","","","","","","","narv_facultySenateRecord_26_5_retreatDiscussion.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","38","4768","narv_facultySenateRecord_26_5_retreatDiscussion.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~38~271983","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_26_5_retreatDiscussion.pdf"
"CU Japanese and Japanese American Community History Project","Richard Yamaguchi- Portrait","","","","","Still image","https://id.loc.gov/vocabulary/resourceTypes/img.html","","","","","","","2020-10-07","","","","","","","image/jpeg","reformatted digital","","","","","","","","","","","","","","","","","","","","narv_COU3331_negatives_yamaguchiRichard_01_d.jpg","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:3331","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","144","4768","narv_COU3331_negatives_yamaguchiRichard_01_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~144~272031","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size4/CUB~19~19/4768/narv_COU3331_negatives_yamaguchiRichard_01_d.jpg"
"CU Japanese and Japanese American Community History Project","Richard Yamaguchi- Portrait","","","","","Still image","https://id.loc.gov/vocabulary/resourceTypes/img.html","","","","","","","2020-10-07","","","","","","","image/jpeg","reformatted digital","","","","","","","","","","","","","","","","","","","","narv_COU3331_negatives_yamaguchiRichard_02_d.jpg","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:3331","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","145","4768","narv_COU3331_negatives_yamaguchiRichard_02_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~145~272276","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size4/CUB~19~19/4768/narv_COU3331_negatives_yamaguchiRichard_02_d.jpg"
"CU Japanese and Japanese American Community History Project","Special to the Post and Jap-Baiters editorial","Unidentified author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Newspapers","http://id.loc.gov/authorities/genreForms/gf2014026132","Boulder (Colo.)","","","1943-04-27","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","1 page","","application/pdf","reformatted digital","newspaper columns","http://vocab.getty.edu/aat/300026441","Newspaper article from The Silver and Gold, Tuesday, April 27, 1943, page 2. “Editorials … Special to the Post and Jap-Baiters…” ","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","","","","","","","","","","","narv_silverGold_SpecialPost.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","Silver and Gold ","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","165","4768","narv_silverGold_SpecialPost.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~165~272240","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_silverGold_SpecialPost.pdf"
"CU Japanese and Japanese American Community History Project","Statement of the Status of the Minority Groups on the CU campus - statement made on the Navy JLS ","","","","","Still image","https://id.loc.gov/vocabulary/resourceTypes/img.html","","","","","","","2020-10-12","","","","","","","application/pdf","reformatted digital","","","","","","","","","","","","","","","","","","","","narv_EckhardtCarl_statementStatusNavyJLS.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4334","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","185","4768","narv_EckhardtCarl_statementStatusNavyJLS.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~185~272258","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_EckhardtCarl_statementStatusNavyJLS.pdf"
"CU Japanese and Japanese American Community History Project","Stuart M. Takeuchi to Friends and Relations of Asian American EOP RE: Change of Address ","Takeuchi, Stuart Minoru, correspondent","http://id.loc.gov/authorities/names/n85805040","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Business correspondence","http://id.loc.gov/authorities/genreForms/gf2014026054","Boulder (Colo.)","","","1974-10-30","2020-04-09","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","1 page ","","application/pdf","reformatted digital","correspondence","http://vocab.getty.edu/aat/300026877","A memorandum of change of address from 15th Street office to 219 Willard Administrative Center.","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","","","","","","","","","","","narv_chancellorOfficePapers_takeuchiFriends.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2347","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","8","4768","narv_chancellorOfficePapers_takeuchiFriends.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~8~272204","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_chancellorOfficePapers_takeuchiFriends.pdf"
"CU Japanese and Japanese American Community History Project","Stuart M. Takeuchi to J Russell Nelson Rough Draft of Independent Study","Takeuchi, Stuart Minoru, correspondent","http://id.loc.gov/authorities/names/n85805040","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Business correspondence","http://id.loc.gov/authorities/genreForms/gf2014026054","Boulder (Colo.)","","","1977-05-19","2020-04-09","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","30 pages","","application/pdf","reformatted digital","correspondence","http://vocab.getty.edu/aat/300026877","A memorandum from Stuart M. Takeuchi to J. Russell Nelson, Executive Vice President, Acting Chancellor. It is a rough draft of Independent Study Project (H Ed 690) with report “An Analysis of Equity and Utilization: The Resident Instruction Supplies and Expense Budget, FY 1974-75” for the Boulder Campus.","","","Affirmative action programs in education","http://id.worldcat.org/fast/1201993","Minorities in higher education","http://id.worldcat.org/fast/1741187","Nelson, J. Russel","","University of Colorado Boulder","http://id.worldcat.org/fast/557277","","","","","","","narv_chancellorOfficePapers_takeuchiNelson.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2347 ","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","3","4768","narv_chancellorOfficePapers_takeuchiNelson.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~3~272202","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_chancellorOfficePapers_takeuchiNelson.pdf"
"CU Japanese and Japanese American Community History Project","Stuart M. Takeuchi to Mary Berry Assistance Program for Southeast Asian Refugee Students (Includes Memorandum from Chancellor)","Takeuchi, Stuart Minoru, correspondent","http://id.loc.gov/authorities/names/n85805040","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Business correspondence","http://id.loc.gov/authorities/genreForms/gf2014026054","Boulder (Colo.)","","","1976-08-03","2020-04-09","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","15 pages","","application/pdf","reformatted digital","correspondence","http://vocab.getty.edu/aat/300026877","A memorandum from Stuart M. Takeuchi, Director AA-EOP to Chancellor Mary Berry. Including a memorandum addressed to Alex Kuo and Russ Nelson, describing the activities and attendant costs for the efforts to assist the Southeast Asian refugees on the Boulder Campus.","","","Affirmative action programs in education","http://id.worldcat.org/fast/1201993","Minorities in higher education","http://id.worldcat.org/fast/1741187","Takeuchi, Stuart Minoru","http://id.loc.gov/authorities/names/n85805040","University of Colorado Boulder","http://id.worldcat.org/fast/557277","","","","","","","narv_chancellorOfficePapers_takeuchiBerry.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2347","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","5","4768","narv_chancellorOfficePapers_takeuchiBerry.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~5~272206","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_chancellorOfficePapers_takeuchiBerry.pdf"
